business_name,phone,lat,lng,detail_link
Wood Johnson Heath P C,(512) 343-8075,30.36975,-97.7433099,https://www.yelp.com/biz/wood-johnson-heath-p-c-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Property Tax Associates,(512) 343-0414,30.3786487579346,-97.7654418945312,https://www.yelp.com/biz/property-tax-associates-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Bilbao Financial,(512) 212-4343,30.38363,-97.67436,https://www.yelp.com/biz/bilbao-financial-austin-9?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
MK Vargas,(512) 837-5432,30.3452243804932,-97.7123336791992,https://www.yelp.com/biz/mk-vargas-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
"Manninen, PC",(512) 996-0202,30.35419,-97.74517,https://www.yelp.com/biz/manninen-pc-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Hibbetts & Speers PC,(512) 452-5711,30.3011,-97.74196,https://www.yelp.com/biz/hibbetts-and-speers-pc-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Lien Phat & Co,(512) 977-0555,30.41578,-97.69728,https://www.yelp.com/biz/lien-phat-and-co-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
"Tom Umstattd, CPA",(512) 250-1090,30.4431884,-97.7860659,https://www.yelp.com/biz/tom-umstattd-cpa-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Holcomb Charles CPA,(512) 450-0529,30.3340644836426,-97.7376403808594,https://www.yelp.com/biz/holcomb-charles-cpa-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
"Hamilton, Pyle & Bowman",(512) 671-7711,30.3684273,-97.7416611,https://www.yelp.com/biz/hamilton-pyle-and-bowman-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
"Lauren Gann, CPA",,30.316564,-97.719257,https://www.yelp.com/biz/lauren-gann-cpa-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
"Garland B Hilton III, CPA",(512) 335-8050,30.4555206298828,-97.8158187866211,https://www.yelp.com/biz/garland-b-hilton-iii-cpa-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Wawrzyniak Roland CPA,(512) 258-3678,30.44677,-97.79836,https://www.yelp.com/biz/wawrzyniak-roland-cpa-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Applied Business Concepts,(512) 343-9500,30.422918,-97.735726,https://www.yelp.com/biz/applied-business-concepts-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Freemon Shapard & Story,(512) 454-6010,30.334133,-97.756698,https://www.yelp.com/biz/freemon-shapard-and-story-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Topgolf,(512) 222-5950,30.3982988883254,-97.7175606715332,https://www.yelp.com/biz/topgolf-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
ToddPilates & Barre - North Austin,(512) 659-6740,30.37324,-97.72428,https://www.yelp.com/biz/toddpilates-and-barre-north-austin-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
CrossFit Rep,(512) 648-3982,30.3844891,-97.7124405,https://www.yelp.com/biz/crossfit-rep-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Flywheel Sports Domain,(512) 387-5464,30.3963200747967,-97.7271605283022,https://www.yelp.com/biz/flywheel-sports-domain-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Perplexium - Live Escape Challenge,(512) 640-6330,30.36852,-97.72004,https://www.yelp.com/biz/perplexium-live-escape-challenge-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Bicycle Sport Shop,(512) 345-7460,30.402503,-97.744743,https://www.yelp.com/biz/bicycle-sport-shop-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
11th Hour Escape,(512) 838-1601,30.38556,-97.72233,https://www.yelp.com/biz/11th-hour-escape-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Gephart Strength,(949) 933-3680,30.38064,-97.72377,https://www.yelp.com/biz/gephart-strength-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Mount Bonnell,(512) 974-6700,30.32104,-97.7735299,https://www.yelp.com/biz/mount-bonnell-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Shaolin-do Kung Fu and Tai Chi,(512) 339-8978,30.38176,-97.71708,https://www.yelp.com/biz/shaolin-do-kung-fu-and-tai-chi-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Train With Jake,(512) 554-9944,30.38064,-97.72377,https://www.yelp.com/biz/train-with-jake-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Gym Studios,(844) 457-8584,30.39654,-97.72613,https://www.yelp.com/biz/gym-studios-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
SoulCycle Domain Northside,(512) 384-7685,30.4053,-97.72308,https://www.yelp.com/biz/soulcycle-domain-northside-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Float On - Lake Austin Boat Rentals & Lake Travis Boat Rentals,(512) 436-3505,30.3489574457921,-97.7979383411392,https://www.yelp.com/biz/float-on-lake-austin-boat-rentals-and-lake-travis-boat-rentals-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Walnut Creek Metropolitan Park,(512) 974-6700,30.3991227,-97.6794893,https://www.yelp.com/biz/walnut-creek-metropolitan-park-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Dancers Shape - Barre Fitness,(512) 382-9150,30.32759,-97.74039,https://www.yelp.com/biz/dancers-shape-barre-fitness-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
RESET Yoga & Massage,(512) 960-0234,30.3692941,-97.7558626,https://www.yelp.com/biz/reset-yoga-and-massage-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Dance Austin Studio,(512) 323-9760,30.37082,-97.725276,https://www.yelp.com/biz/dance-austin-studio-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Maze Rooms Austin,(512) 541-1640,30.3226133582042,-97.7264835658844,https://www.yelp.com/biz/maze-rooms-austin-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
CG Arena,(512) 394-6644,30.37714,-97.73239,https://www.yelp.com/biz/cg-arena-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Studio Mantra,(512) 960-4660,30.3727061,-97.7559363,https://www.yelp.com/biz/studio-mantra-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Pure Pilates Austin,(512) 551-9370,30.3965288068095,-97.7261856846558,https://www.yelp.com/biz/pure-pilates-austin-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Mayfield Park,(512) 974-6797,30.3129088133728,-97.7719357744139,https://www.yelp.com/biz/mayfield-park-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Knot Detective Massage,(512) 814-0725,30.3705,-97.75507,https://www.yelp.com/biz/knot-detective-massage-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Yard Bar,(512) 900-3773,30.34303,-97.73921,https://www.yelp.com/biz/yard-bar-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
iFLY Indoor Skydiving - Austin,(512) 774-4359,30.4438247680664,-97.7843399047852,https://www.yelp.com/biz/ifly-indoor-skydiving-austin-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
M.C. Fit,(512) 387-1559,30.39194,-97.71971,https://www.yelp.com/biz/m-c-fit-austin-6?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Playland Skate Center,(512) 452-1901,30.3727,-97.72981,https://www.yelp.com/biz/playland-skate-center-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Dart Bowl,(512) 452-2518,30.3288,-97.73144,https://www.yelp.com/biz/dart-bowl-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Gym One,(512) 243-6050,30.3916589,-97.7196857,https://www.yelp.com/biz/gym-one-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Austin Panic Room,(512) 920-2845,30.27601,-97.74704,https://www.yelp.com/biz/austin-panic-room-austin-4?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
The Urban RIZE,,30.37748,-97.72504,https://www.yelp.com/biz/the-urban-rize-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
K1 Speed,(512) 271-5475,30.3840267450075,-97.7215871448441,https://www.yelp.com/biz/k1-speed-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Go Dance,(512) 339-9391,30.355252,-97.732994,https://www.yelp.com/biz/go-dance-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Town Lake Metropolitan Parks,,30.2708947256967,-97.7648599185516,https://www.yelp.com/biz/town-lake-metropolitan-parks-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Heartsong Music,(512) 371-9506,30.3588512,-97.7339869,https://www.yelp.com/biz/heartsong-music-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Austin Social Dance,(512) 666-7060,30.374002456665,-97.7431564331055,https://www.yelp.com/biz/austin-social-dance-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Yoga Yoga,(512) 490-1200,30.407444,-97.713313,https://www.yelp.com/biz/yoga-yoga-austin-13?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Highland Lanes,(512) 458-1215,30.37186,-97.72586,https://www.yelp.com/biz/highland-lanes-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
BodyBusiness Fitness Club,(512) 459-9424,30.3588512,-97.7339869,https://www.yelp.com/biz/bodybusiness-fitness-club-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Pure Austin Fitness,(512) 342-2200,30.4001046,-97.7399486,https://www.yelp.com/biz/pure-austin-fitness-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Mt. Playmore,(512) 989-8886,30.4197854684975,-97.6702329121643,https://www.yelp.com/biz/mt-playmore-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
CorePower Yoga,(512) 599-8765,30.40015,-97.723308,https://www.yelp.com/biz/corepower-yoga-austin-4?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Lions Krav Maga,(512) 588-3356,30.36175,-97.74152,https://www.yelp.com/biz/lions-krav-maga-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Escapology Escape Rooms Austin,(512) 487-7306,30.4893625,-97.68031,https://www.yelp.com/biz/escapology-escape-rooms-austin-round-rock-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Yoga Yoga,(512) 380-9800,30.3545534766413,-97.7297048668564,https://www.yelp.com/biz/yoga-yoga-austin-12?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Keep Austin Wet Watercraft Rentals,(512) 815-5935,30.2970251,-97.7835644,https://www.yelp.com/biz/keep-austin-wet-watercraft-rentals-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Anytime Fitness,(512) 202-6174,30.4171,-97.703761,https://www.yelp.com/biz/anytime-fitness-austin-11?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Mind Spark,(512) 213-4222,30.32872,-97.67134,https://www.yelp.com/biz/mind-spark-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Austin Simply Fit,(512) 502-5032,30.32348,-97.73972,https://www.yelp.com/biz/austin-simply-fit-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Myo Massage,(512) 458-4696,30.3147014889561,-97.7338989078999,https://www.yelp.com/biz/myo-massage-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Acupuncture Together,(512) 698-5151,30.3498951936744,-97.7337537009072,https://www.yelp.com/biz/acupuncture-together-austin-4?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Sage Acupuncture,(512) 968-2605,30.372764,-97.752703,https://www.yelp.com/biz/sage-acupuncture-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Honeysuckle Acupuncture,(512) 374-4988,30.36939,-97.72693,https://www.yelp.com/biz/honeysuckle-acupuncture-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Jennifer Hoger Acupuncture,(512) 270-0634,30.332857,-97.736378,https://www.yelp.com/biz/jennifer-hoger-acupuncture-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Rosewood Wellness,(512) 371-1886,30.323071,-97.7255237,https://www.yelp.com/biz/rosewood-wellness-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
AOMA Acupuncture Clinic North,(512) 467-0370,30.359276,-97.733687,https://www.yelp.com/biz/aoma-acupuncture-clinic-north-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Acupuncture Plus,(512) 453-5352,30.4232147,-97.7555876,https://www.yelp.com/biz/acupuncture-plus-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Neighborhood Acupuncture Project,(512) 473-8884,30.2889181,-97.7063886,https://www.yelp.com/biz/neighborhood-acupuncture-project-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Total Health Chiropractic,(512) 419-0330,30.3480548858643,-97.7343673706055,https://www.yelp.com/biz/total-health-chiropractic-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Modern Acupuncture,(512) 599-4506,30.39492,-97.75201,https://www.yelp.com/biz/modern-acupuncture-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Austin Chiropractic & Acupuncture Clinic,(512) 452-2525,30.3435897827148,-97.7529067993164,https://www.yelp.com/biz/austin-chiropractic-and-acupuncture-clinic-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Central Family Practice,(512) 371-9260,30.30172,-97.74234,https://www.yelp.com/biz/central-family-practice-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Pflugerville Acupuncture,(512) 494-4050,30.45084,-97.65392,https://www.yelp.com/biz/pflugerville-acupuncture-pflugerville?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
PK Acupuncture & Wellness Center,(512) 650-8880,30.2755363,-97.7498977,https://www.yelp.com/biz/pk-acupuncture-and-wellness-center-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Serasana - Austin,(512) 327-9300,30.3361681025994,-97.8040380815106,https://www.yelp.com/biz/serasana-austin-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Kirsch Method Acupuncture & Bodywork,(512) 299-2924,30.42763,-97.67435,https://www.yelp.com/biz/kirsch-method-acupuncture-and-bodywork-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Body Evolution Acupuncture and Wellness,(512) 522-7405,30.31004,-97.740982,https://www.yelp.com/biz/body-evolution-acupuncture-and-wellness-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Kolenda Chiropractic and Acupuncture,(512) 231-9002,30.3566703796387,-97.7589797973633,https://www.yelp.com/biz/kolenda-chiropractic-and-acupuncture-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Hoffman Chiropractic and Acupuncture,(512) 346-5164,30.37422,-97.73569,https://www.yelp.com/biz/hoffman-chiropractic-and-acupuncture-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Healing Acupuncture Center,(512) 338-8810,30.3736457824707,-97.7359466552734,https://www.yelp.com/biz/healing-acupuncture-center-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Rising Spiral Massage and Bodywork,(512) 572-3931,30.33293,-97.73633,https://www.yelp.com/biz/rising-spiral-massage-and-bodywork-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Acupuncture Medical & Research Centre,(512) 336-7424,30.4181511,-97.7510313,https://www.yelp.com/biz/acupuncture-medical-and-research-centre-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
